product_id,user_id,category_id,product_name,value,up_for_trade,public
632,632,12,ZAZ Zaporozhets,7971,False,True
633,633,80,Ford Falcon,504,False,False
634,634,20,Toyota Corolla,3374,True,False
635,635,47,Subaru Legacy,3920,False,True
636,636,28,Checker Marathon,8487,True,False
637,637,40,Mazda RX-7,5949,False,True
638,638,31,Eagle Talon,2691,False,True
639,639,90,Metropolitan,9445,False,True
640,640,81,Peel Trident,8200,True,True
641,641,26,SEAT Ibiza,4302,True,True
642,642,40,AMC Hornet,9177,False,True
643,643,73,Chevrolet Volt,9874,False,False
644,644,61,Nash Statesman,2006,False,False
645,645,93,Henry J Deluxe,832,False,True
646,646,90,Toyota Corolla,6468,False,False
647,647,58,BMW 3 Series,2924,False,True
648,648,84,Morris Mini,5959,False,True
649,649,35,Perodua Myvi,7476,False,False
650,650,23,Continental Mark II,6041,False,False
651,651,35,Peugeot 206,3348,True,True
652,652,39,Excalibur Series II,7543,False,False
653,653,43,SEAT Ibiza,1685,False,True
654,654,28,Mercedes-Benz C-Class,1244,False,False
655,655,71,Honda Civic,2929,False,True
656,656,65,Frazer Standard,1473,True,False
657,657,46,Packard Eight,3928,False,False
658,658,73,Bugatti Type 40,549,True,True
659,659,48,Cadillac De Ville,6009,False,False
660,660,1,Volkswagen Golf,1236,True,False
661,661,31,Lincoln Town Car,6763,False,True
662,662,97,Ford Model T,3559,False,True
663,663,31,Alfa Romeo Alfasud,6039,True,False
664,664,34,Nash Statesman,6214,True,True
665,665,44,Renault Clio,2518,True,True
666,666,23,Crosley,5754,False,False
667,667,54,Alpine A310,5587,True,False
668,668,26,BMW 3 Series,4755,True,True
669,669,35,Dodge Coronet,6835,False,True
670,670,75,Oldsmobile Cutlass,3311,True,True
671,671,85,Hudson Super,404,True,True
672,672,76,Oldsmobile Cutlass,2532,False,False
673,673,36,Aston Martin DB7,4041,False,True
674,674,74,Peel Trident,8831,False,True
675,675,2,Renault Clio,2732,False,True
676,676,48,Rolls-Royce Silver Shadow,2031,False,False
677,677,91,Peugeot 206,4924,True,True
678,678,15,Mazda MX-5,7686,True,True
679,679,91,Zaporozhets,7620,False,True
680,680,55,Chevrolet Volt,9304,True,True
681,681,84,Rolls-Royce Silver Shadow,8575,False,False
682,682,27,Renault Clio,4673,True,False
683,683,47,Toyota Prius,6999,False,False
684,684,0,Toyota Corolla,3310,False,False
685,685,19,Volkswagen Santana,4071,True,True
686,686,33,Renault Clio,9447,True,False
687,687,92,Autobianchi A112,1904,False,False
688,688,5,Facellia,9244,False,True
689,689,9,Volkswagen Gol,7680,False,False
690,690,1,Škoda Octavia,3595,False,False
691,691,96,Messerschmitt KR200,8032,False,False
692,692,13,Volkswagen Beetle,993,True,False
693,693,38,AMC Hornet,2500,True,True
694,694,51,Fiat Uno,3403,False,True
695,695,60,Perodua Myvi,1776,False,True
696,696,51,Jeep Cherokee (XJ),5233,False,True
697,697,88,Lincoln Town Car,3090,False,True
698,698,79,Peugeot 206,1190,False,True
699,699,85,Saab 900,6825,False,True
700,700,59,Lada Riva,8648,True,True
701,701,18,Nissan Leaf,4972,True,True
702,702,9,Fiat Uno,9,False,True
703,703,91,SEAT Ibiza,4029,True,True
704,704,47,Willys 77,4169,False,True
705,705,28,Imperial Crown,6111,False,False
706,706,71,Nash Statesman,14,False,True
707,707,55,Henry J Deluxe,1629,False,False
708,708,62,Aston Martin DB7,7514,False,False
709,709,48,Lamborghini Gallardo,9726,False,False
710,710,47,Renault Clio,1734,False,True
711,711,80,Lamborghini Gallardo,4654,False,False
712,712,31,Perodua Myvi,4790,True,False
713,713,85,Cadillac De Ville,1435,False,True
714,714,26,Lancia Ypsilon,7529,True,True
715,715,79,Lada Riva,7776,False,True
716,716,83,Willys 77,5739,False,True
717,717,82,Dodge Coronet,2067,False,True
718,718,98,Hindustan Ambassador,6128,False,False
719,719,76,Lamborghini Gallardo,2012,False,True
720,720,73,Oldsmobile Cutlass,5257,False,True
721,721,48,Volvo 200 Series,8266,False,True
722,722,49,Ford F-Series,7680,False,True
723,723,96,Metropolitan,6664,False,False
724,724,24,Volkswagen Beetle,2878,True,True
725,725,99,Smart Fortwo,7325,True,False
726,726,47,Imperial Crown,5579,True,True
727,727,60,Honda Civic,1373,False,False
728,728,90,Chevrolet Volt,9646,True,True
729,729,99,McLaren 12C,7827,True,True
730,730,15,Renault Clio,9451,True,True
731,731,49,Hindustan Ambassador,7567,True,False
732,732,94,SEAT Ibiza,7375,False,True
733,733,9,Simca 1100,7876,False,False
734,734,81,SEAT Ibiza,2076,False,False
735,735,10,Toyota Corolla,9586,True,False
736,736,92,McLaren 12C,4778,False,True
737,737,26,Subaru Legacy,8511,False,False
738,738,3,Edsel Ranger,5783,True,False
739,739,18,Facellia,8983,True,False
740,740,81,Ford F-Series,5782,False,False
741,741,43,Rolls-Royce Silver Shadow,5570,False,True
742,742,2,AMC Hornet,4749,False,False
743,743,33,Chrysler Newport,1663,True,False
744,744,26,Simca 1100,8138,False,True
745,745,73,Mitsubishi Lancer,7044,False,True
746,746,14,Trabant,6868,True,False
747,747,55,Porsche 911,6700,False,True
748,748,94,Mazda Familia,1197,False,False
749,749,5,Eagle Talon,2071,True,False
750,750,14,Lamborghini Gallardo,6382,False,True
751,751,10,Metropolitan,5891,True,False
752,752,77,Ford F-Series,4528,False,False
753,753,39,Volkswagen Gol,9527,False,False
754,754,97,Ferrari 360,6801,False,True
755,755,55,Buick LeSabre,3110,False,False
756,756,57,Simca 1100,2447,True,True
757,757,19,Excalibur Series II,8170,True,True
758,758,16,Subaru Legacy,7492,False,False
759,759,3,Plymouth Fury,1330,True,True
760,760,95,Continental Mark II,304,True,True
761,761,78,Mazda RX-7,4228,True,False
762,762,1,Ford F-Series,7717,False,False
763,763,30,Peugeot 206,867,True,True
764,764,2,Volvo 200 Series,5396,False,True
765,765,87,De Tomaso Pantera,8635,True,True
766,766,70,Messerschmitt KR200,6444,True,False
767,767,66,Toyota Prius,3345,False,True
768,768,37,Chrysler Newport,9783,True,True
769,769,29,Tesla Model S,4138,True,True
770,770,49,Kaiser Deluxe,6822,False,True
771,771,96,Peel Trident,899,False,True
772,772,35,Mazda Familia,1218,False,True
773,773,1,Ferrari 360,9796,False,False
774,774,3,Tesla Model S,8174,False,True
775,775,76,Frazer Standard,7569,True,False
776,776,86,Ford F-Series,3528,False,False
777,777,7,Chrysler Newport,1874,True,True
778,778,27,Renault Symbol,2488,False,False
779,779,24,Perodua Myvi,8834,False,True
780,780,15,Frazer Standard,90,False,False
781,781,90,Chevrolet Impala,8504,False,False
782,782,21,Saturn S-Series,6099,False,True
783,783,28,Volkswagen Santana,8898,True,False
784,784,28,Porsche 911 GT3 Cup,5241,False,False
785,785,42,Mitsubishi Lancer,9066,False,False
786,786,11,Chrysler Newport,9503,True,True
787,787,95,Continental Mark II,1707,True,False
788,788,0,Toyota Prius,7961,True,False
789,789,68,Porsche 911 GT3 Cup,9331,True,True
790,790,57,Chrysler Newport,4463,True,False
791,791,36,Ford Model T,5110,False,True
792,792,12,Lada Riva,1992,True,False
793,793,37,Imperial Crown,990,False,False
794,794,60,Ford Falcon,4417,False,True
795,795,15,Trabant,36,True,False
796,796,40,Mazda MX-5,6598,True,False
797,797,18,Ford Model T,3031,False,True
798,798,42,Chevrolet Impala,3509,True,False
799,799,62,Fiat Uno,7400,True,False
800,800,76,Mitsubishi Lancer,6419,False,True
801,801,68,Lamborghini Gallardo,5296,True,True
802,802,87,Jaguar XJ,3757,False,True
803,803,54,Cadillac De Ville,4319,True,False
804,804,48,Smart Fortwo,8490,False,True
805,805,79,Henry J Deluxe,7023,False,True
806,806,96,Morris Mini,4237,False,False
807,807,38,Alfa Romeo Alfasud,7590,False,True
808,808,76,Willys 77,890,False,True
809,809,11,Rambler Classic,3468,True,True
810,810,87,Volkswagen Golf,9400,True,False
811,811,48,Dodge Coronet,9872,True,False
812,812,97,Series/Defender,7560,False,True
813,813,5,SEAT Ibiza,697,False,False
814,814,65,Maserati Biturbo,4725,True,False
815,815,60,Toyota Corolla,3268,True,True
816,816,76,Lotus Elise,3513,True,False
817,817,74,Autobianchi A112,7447,True,True
818,818,66,Volkswagen Golf,2223,True,True
819,819,20,Nash Statesman,6849,False,False
820,820,31,Chevrolet Impala,9386,False,False
821,821,65,Tesla Model S,8170,True,True
822,822,73,Maserati Biturbo,6389,False,False
823,823,53,Ford F-Series,8194,True,True
824,824,50,Lada Riva,5457,False,True
825,825,95,Oldsmobile Cutlass,7890,False,True
826,826,87,Opel Corsa,4545,True,False
827,827,64,AMC Hornet,6564,False,False
828,828,28,Chrysler Newport,3029,False,True
829,829,53,Series/Defender,1332,False,True
830,830,43,SEAT Ibiza,4009,False,False
831,831,72,Zaporozhets,7254,True,True
832,832,15,Škoda Octavia,5986,True,True
833,833,27,Smart Fortwo,1721,False,False
834,834,27,Aston Martin DB7,6833,True,False
835,835,96,Lada Riva,3542,False,False
836,836,3,Metropolitan,1831,True,False
837,837,34,Lotus Elise,835,True,False
838,838,9,DeSoto Custom,1136,False,True
839,839,17,Perodua Myvi,8949,False,False
840,840,71,Studebaker Champion,6183,False,True
841,841,96,Jeep Cherokee (XJ),2301,False,False
842,842,19,Alpine A310,2785,False,True
843,843,83,Hindustan Ambassador,9521,False,False
844,844,88,Jeep Cherokee (XJ),8750,True,False
845,845,87,Eagle Talon,1422,False,True
846,846,98,Mazda MX-5,1285,False,False
847,847,60,Lamborghini Gallardo,9395,False,True
848,848,61,Jaguar XJ,5810,True,False
849,849,99,Lotus Elise,7015,True,True
850,850,75,Mazda MX-5,2809,True,True
851,851,7,Lancia Ypsilon,9968,False,False
852,852,66,Edsel Ranger,9224,False,False
853,853,97,DeSoto Custom,3819,True,True
854,854,96,Alpine A310,5930,True,False
855,855,18,Buick LeSabre,5669,False,False
856,856,33,BMW 3 Series,2781,True,True
857,857,20,Perodua Myvi,6812,True,True
858,858,36,Chrysler Newport,9006,True,False
859,859,70,SEAT Ibiza,9442,True,False
860,860,58,Hindustan Ambassador,4969,False,False
861,861,3,Mazda RX-7,9757,True,True
862,862,0,Chevrolet Impala,4900,True,True
863,863,84,Peugeot 206,9620,False,True
864,864,25,BMW 3 Series,8306,True,False
865,865,97,McLaren 12C,155,True,True
866,866,56,McLaren 12C,668,True,False
867,867,9,Tesla Model S,6402,True,True
868,868,9,Ford F-Series,5166,True,True
869,869,72,Facellia,1463,True,True
870,870,88,Citroën 2CV,2288,False,False
871,871,10,Ford Falcon,3842,False,True
872,872,84,Imperial Crown,2866,False,False
873,873,39,Ford F-Series,8528,True,False
874,874,48,Chevrolet Impala,9207,True,True
875,875,22,Volkswagen Golf,4452,False,False
876,876,53,Messerschmitt KR200,5232,False,False
877,877,34,AMC Hornet,2531,False,False
878,878,94,Opel Corsa,3346,True,False
879,879,18,Citroën 2CV,103,True,True
880,880,17,Kaiser Deluxe,8103,True,True
881,881,20,Saab 900,9259,True,True
882,882,15,Ford F-Series,1489,False,True
883,883,18,SEAT Ibiza,7844,False,False
884,884,57,Jaguar XJ,5119,True,True
885,885,50,Aston Martin DB7,6000,True,False
886,886,89,Škoda Octavia,406,False,False
887,887,49,Ford F-Series,7560,True,True
888,888,79,Perodua Myvi,6603,True,False
889,889,89,Smart Fortwo,3934,False,False
890,890,59,Lada Riva,792,False,False
891,891,37,Mazda MX-5,1707,False,True
892,892,51,Ford Falcon,4560,True,False
893,893,8,Crosley,2918,False,True
894,894,7,Perodua Myvi,1932,False,True
895,895,95,Crosley,5187,False,False
896,896,28,Citroën 2CV,9561,False,False
897,897,97,Škoda Octavia,7030,False,False
898,898,17,Mazda RX-7,770,False,True
899,899,31,Chevrolet Volt,1665,False,False
900,900,10,ZAZ Zaporozhets,7732,False,True
901,901,8,Plymouth Fury,1286,False,True
902,902,49,Volkswagen Golf,9775,False,False
903,903,79,De Tomaso Pantera,8483,True,True
904,904,65,Tesla Model S,7223,True,True
905,905,85,Messerschmitt KR200,443,True,True
906,906,69,Toyota Corolla,5138,False,True
907,907,80,DeSoto Custom,6262,True,False
908,908,90,Mazda Familia,3190,True,False
909,909,40,Jaguar XJ,4812,False,True
910,910,57,Mercury Grand Marquis,8886,True,True
911,911,25,Ford F-Series,3704,False,True
912,912,6,Alpine A310,2842,False,False
913,913,22,Mazda RX-7,7618,False,True
914,914,63,Volkswagen Golf,7355,False,True
915,915,95,Lamborghini Gallardo,9311,True,True
916,916,31,Imperial Crown,8457,True,False
917,917,89,De Tomaso Pantera,9854,False,False
918,918,54,De Tomaso Pantera,8411,True,True
919,919,61,Imperial Crown,5566,True,True
920,920,87,Renault Symbol,4497,True,False
921,921,19,SEAT Ibiza,8987,True,False
922,922,26,Volvo 200 Series,2154,True,False
923,923,87,Lamborghini Gallardo,9387,False,True
924,924,75,Volkswagen Golf,4547,True,False
925,925,35,Toyota Corolla,1178,False,False
926,926,98,Mazda Familia,7804,True,False
927,927,91,Frazer Standard,3598,False,True
928,928,77,Excalibur Series II,6758,True,False
929,929,23,Rambler Classic,774,False,True
930,930,97,Volvo 200 Series,895,False,True
931,931,37,BMW 3 Series,9260,False,True
932,932,20,Zaporozhets,144,False,False
933,933,87,Oldsmobile Cutlass,3598,True,False
934,934,95,Toyota Corolla,9228,False,True
935,935,22,Mazda RX-7,1353,True,False
936,936,86,Volvo 200 Series,9201,False,True
937,937,86,Škoda Octavia,301,False,True
938,938,5,Volkswagen Santana,4049,True,False
939,939,58,Mazda MX-5,19,False,True
940,940,47,Volkswagen Gol,7114,True,False
941,941,29,Lamborghini Gallardo,5640,False,True
942,942,34,Willys 77,8467,True,True
943,943,58,Alpine A310,2958,False,True
944,944,14,Mercury Grand Marquis,9204,True,False
945,945,19,Toyota Prius,4157,False,True
946,946,94,Kaiser Deluxe,9657,False,True
947,947,0,Eagle Talon,6533,True,True
948,948,19,Pontiac Grand Am,6713,True,False
949,949,73,Ford F-Series,5241,True,False
950,950,58,Jeep Cherokee (XJ),6874,True,False
951,951,74,Renault Clio,5209,True,True
952,952,58,Saab 900,4837,False,True
953,953,88,Volkswagen Santana,8864,True,True
954,954,64,Nissan Leaf,1442,True,True
955,955,66,Buick LeSabre,5214,False,False
956,956,94,Porsche 911 GT3 Cup,1260,True,False
957,957,59,Mitsubishi Lancer,5959,True,True
958,958,22,Saab 900,4768,False,True
959,959,58,Pontiac Grand Am,2169,False,False
960,960,2,Mercury Grand Marquis,42,True,True
961,961,93,Lada Riva,6308,False,False
962,962,2,Series/Defender,188,True,False
963,963,24,Maserati Biturbo,2563,True,False
964,964,77,Cadillac De Ville,5927,False,False
965,965,55,Renault Symbol,8976,True,False
966,966,16,Mercedes-Benz C-Class,3651,False,False
967,967,50,Perodua Myvi,886,True,True
968,968,93,Checker Marathon,415,True,False
969,969,27,Henry J Deluxe,4173,False,False
970,970,14,Lincoln Town Car,7485,False,False
971,971,85,AMC Hornet,3731,False,False
972,972,75,McLaren 12C,5815,True,False
973,973,36,ZAZ Zaporozhets,5260,False,False
974,974,44,Volkswagen Golf,5493,True,False
975,975,21,Perodua Myvi,771,False,True
976,976,64,Jaguar XJ,938,True,True
977,977,88,Kaiser Deluxe,3860,True,True
978,978,77,Series/Defender,5198,True,False
979,979,8,Škoda Octavia,7358,True,True
980,980,9,Series/Defender,6379,False,False
981,981,83,Trabant,156,False,True
982,982,38,Crosley,181,True,False
983,983,91,Kaiser Deluxe,5346,True,False
984,984,38,Morris Mini,6295,False,False
985,985,97,DeSoto Custom,1299,True,True
986,986,82,Perodua Myvi,409,True,True
987,987,22,Porsche 911,3681,False,True
988,988,62,Ford F-Series,6220,False,False
989,989,79,Honda Civic,8216,True,True
990,990,34,Hudson Super,7254,True,False
991,991,94,Lancia Ypsilon,3726,True,True
992,992,88,Volkswagen Beetle,7806,False,True
993,993,40,Pontiac Grand Am,5617,False,False
994,994,80,Citroën 2CV,5000,False,False
995,995,80,Series/Defender,5727,True,False
996,996,78,Lancia Ypsilon,9128,True,False
997,997,88,Lada Riva,6029,False,False
998,998,19,Oldsmobile Cutlass,9550,False,True
999,999,9,Ford F-Series,8303,True,True
1000,1000,20,Checker Marathon,7351,False,False
1001,1001,55,DeSoto Custom,7813,True,True
1002,1002,37,Škoda Octavia,4678,False,True
1003,1003,58,Simca 1100,624,True,False
1004,1004,27,Rolls-Royce Silver Shadow,3317,True,True
1005,1005,43,Crosley,1514,False,False
1006,1006,52,Bugatti Type 40,4691,True,False
1007,1007,45,Jeep Cherokee (XJ),7318,False,False
1008,1008,16,Opel Corsa,6481,True,False
1009,1009,53,Morris Mini,4413,True,False
1010,1010,52,BMW 3 Series,404,True,True
1011,1011,80,Edsel Ranger,8544,False,True
1012,1012,58,Cadillac De Ville,8982,False,True
1013,1013,86,Volkswagen Santana,5136,False,True
1014,1014,99,Maserati Biturbo,1623,False,False
1015,1015,54,Oldsmobile Cutlass,3827,True,False
1016,1016,93,Maserati Biturbo,5824,True,False
1017,1017,40,Imperial Crown,2384,True,False
1018,1018,37,Rambler Classic,8624,False,False
1019,1019,31,Honda Civic,2750,True,False
1020,1020,26,Saturn S-Series,7182,True,False
1021,1021,85,SEAT Ibiza,5225,True,False
1022,1022,64,Imperial Crown,3915,True,False
1023,1023,5,Simca 1100,173,True,False
1024,1024,92,Mercedes-Benz C-Class,2676,False,False
1025,1025,67,Checker Marathon,4013,True,True
1026,1026,46,Renault Symbol,2264,False,True
1027,1027,52,Cadillac De Ville,7004,False,False
1028,1028,13,Frazer Standard,3137,True,True
1029,1029,7,Packard Eight,1256,True,True
1030,1030,91,Ferrari 360,875,True,True
1031,1031,64,Excalibur Series II,9989,False,False
1032,1032,82,Lada Riva,5898,True,True
1033,1033,91,Peel Trident,7892,False,False
1034,1034,20,Volkswagen Gol,845,False,True
1035,1035,21,Edsel Ranger,7972,True,True
1036,1036,57,Dodge Coronet,4053,False,True
1037,1037,7,Volkswagen Golf,5485,False,True
1038,1038,66,Ferrari 360,1418,False,True
1039,1039,46,Ford F-Series,9436,False,False
1040,1040,21,Lincoln Town Car,7406,True,True
1041,1041,34,SEAT Ibiza,1726,False,True
1042,1042,38,Maserati Biturbo,890,True,True
1043,1043,49,Morris Mini,5653,True,False
1044,1044,28,Volvo 200 Series,205,False,False
1045,1045,61,Facellia,9184,False,True
1046,1046,39,Mazda Familia,4069,False,False
1047,1047,22,Saturn S-Series,2597,True,False
1048,1048,82,Alfa Romeo Alfasud,8335,False,True
1049,1049,38,Porsche 911,5189,True,True
1050,1050,53,McLaren 12C,4696,False,True
1051,1051,88,Autobianchi A112,4918,False,False
1052,1052,76,Fiat Uno,8406,False,True
1053,1053,53,McLaren 12C,842,True,False
1054,1054,21,Škoda Octavia,8289,False,True
1055,1055,24,Simca 1100,7479,False,True
1056,1056,73,Chevrolet Impala,4637,False,False
1057,1057,78,SEAT Ibiza,1888,False,True
1058,1058,22,Kaiser Deluxe,2019,True,False
1059,1059,61,Mercedes-Benz C-Class,6631,False,True
1060,1060,44,Ford Model T,5022,True,True
1061,1061,87,Autobianchi A112,5125,False,True
1062,1062,55,Toyota Corolla,3333,True,True
1063,1063,97,Toyota Corolla,6089,False,False
1064,1064,32,Hudson Super,7219,False,True
1065,1065,89,Tesla Model S,9281,False,False
1066,1066,59,Bugatti Type 40,3770,False,True
1067,1067,72,Metropolitan,3724,True,True
1068,1068,77,Opel Corsa,3900,True,True
1069,1069,6,Imperial Crown,4879,False,False
1070,1070,85,Chevrolet Volt,5230,False,False
1071,1071,19,Volvo 200 Series,8122,False,True
1072,1072,34,Excalibur Series II,6220,True,True
1073,1073,59,Škoda Octavia,8190,False,True
1074,1074,93,Chevrolet Volt,7473,False,False
1075,1075,39,Hindustan Ambassador,7981,False,True
1076,1076,1,Chevrolet Volt,7356,False,False
1077,1077,99,Jeep Cherokee (XJ),2239,False,True
1078,1078,53,Jeep Cherokee (XJ),4200,True,False
1079,1079,36,Toyota Prius,3110,False,False
1080,1080,52,Edsel Ranger,5399,True,True
1081,1081,31,Toyota Corolla,8722,True,True
1082,1082,90,Jaguar XJ,9838,True,False
1083,1083,49,Toyota Prius,6788,True,False
1084,1084,94,Renault Clio,6710,True,False
1085,1085,38,Volkswagen Type 2,7851,False,False
1086,1086,15,Alpine A310,6278,False,True
1087,1087,92,Renault Symbol,1603,True,True
1088,1088,64,Holden Commodore,8971,True,True
1089,1089,39,Ford F-Series,502,True,False
1090,1090,42,Alpine A310,6006,True,False
1091,1091,75,Pontiac Grand Am,7875,True,True
1092,1092,38,Ford F-Series,579,False,True
1093,1093,54,Chrysler Newport,593,False,True
1094,1094,18,Packard Eight,8406,True,True
1095,1095,71,Volvo 200 Series,3456,False,False
1096,1096,73,Rolls-Royce Silver Shadow,7278,True,True
1097,1097,75,Škoda Octavia,82,False,True
1098,1098,17,Series/Defender,2157,False,True
1099,1099,74,Studebaker Champion,8136,True,False
1100,1100,19,Škoda Octavia,669,True,False
1101,1101,91,Metropolitan,8691,True,True
1102,1102,49,Peel Trident,3866,True,False
1103,1103,26,Volkswagen Santana,263,True,True
1104,1104,53,Chrysler Newport,2156,False,False
1105,1105,23,McLaren 12C,5654,True,True
1106,1106,50,Škoda Octavia,1345,True,True
1107,1107,21,Hindustan Ambassador,3050,False,False
1108,1108,88,Rolls-Royce Silver Shadow,7046,False,True
1109,1109,37,Frazer Standard,4123,False,True
1110,1110,39,Chrysler Newport,2049,True,True
1111,1111,14,Henry J Deluxe,530,True,True
1112,1112,47,Maserati Biturbo,1333,False,False
1113,1113,68,Checker Marathon,8093,True,True
1114,1114,32,Toyota Corolla,3361,False,False
1115,1115,98,BMW 3 Series,2318,True,True
1116,1116,24,ZAZ Zaporozhets,1771,True,True
1117,1117,60,Metropolitan,5655,False,True
1118,1118,7,Frazer Standard,8023,True,True
1119,1119,81,Willys 77,2590,True,False
1120,1120,85,Volkswagen Type 2,7015,False,True
1121,1121,21,Packard Eight,7162,False,True
1122,1122,15,BMW 3 Series,2774,True,False
1123,1123,34,Continental Mark II,218,False,True
1124,1124,75,Fiat Uno,1588,True,False
1125,1125,3,Toyota Prius,4097,True,True
1126,1126,0,Subaru Legacy,4503,False,True
1127,1127,80,Crosley,5909,True,True
1128,1128,84,Porsche 911,7172,True,False
1129,1129,20,Škoda Octavia,6715,True,True
1130,1130,25,Facellia,8211,True,False
1131,1131,75,Toyota Prius,8533,False,True
1132,1132,98,Volvo 200 Series,7201,True,True
1133,1133,15,Series/Defender,4610,True,False
1134,1134,37,Zaporozhets,8651,False,True
1135,1135,22,Cadillac De Ville,4272,False,False
1136,1136,15,Trabant,9512,False,True
1137,1137,58,Smart Fortwo,4656,False,False
1138,1138,40,Morris Mini,5579,True,True
1139,1139,93,Maserati Biturbo,8931,False,True
1140,1140,42,Renault Clio,1700,True,False
1141,1141,80,Aston Martin DB7,4677,True,False
1142,1142,35,Ferrari 360,959,False,True
1143,1143,36,Nissan Z-cars,4134,False,False
1144,1144,39,Toyota Corolla,4799,False,False
1145,1145,95,Jeep Cherokee (XJ),4288,True,False
1146,1146,75,Ford F-Series,5671,True,True
1147,1147,21,Zaporozhets,2602,True,False
1148,1148,55,Hindustan Ambassador,3907,False,False
1149,1149,33,Alfa Romeo Alfasud,4656,False,False
1150,1150,56,Mazda MX-5,3153,False,True
1151,1151,93,Volvo 200 Series,8342,True,True
1152,1152,70,Citroën 2CV,2811,False,False
1153,1153,56,SEAT Ibiza,7467,False,False
1154,1154,97,Oldsmobile Cutlass,543,False,True
1155,1155,51,Ford Model T,4008,False,False
1156,1156,96,Lotus Elise,5620,False,True
1157,1157,44,Rolls-Royce Silver Shadow,9370,True,True
1158,1158,28,Mazda RX-7,8119,True,True
1159,1159,28,Plymouth Fury,4818,False,False
1160,1160,61,Dodge Coronet,6567,True,True
1161,1161,60,Toyota Corolla,1812,True,True
1162,1162,54,Nissan Leaf,4566,True,False
1163,1163,50,Packard Eight,674,True,False
1164,1164,17,Pontiac Grand Am,8907,False,False
1165,1165,38,Hindustan Ambassador,562,False,False
1166,1166,66,Packard Eight,1669,True,True
1167,1167,59,Checker Marathon,6599,False,False
1168,1168,61,Zaporozhets,5576,True,False
1169,1169,10,Pontiac Grand Am,4428,True,False
1170,1170,63,Toyota Corolla,8843,True,False
1171,1171,80,SEAT Ibiza,5913,False,False
1172,1172,12,Ford Model T,6494,False,False
1173,1173,30,De Tomaso Pantera,5283,True,True
1174,1174,18,Volvo 200 Series,3797,True,False
1175,1175,89,Metropolitan,6917,False,True
1176,1176,68,De Tomaso Pantera,7807,True,False
1177,1177,71,Lamborghini Gallardo,5137,False,False
1178,1178,38,Autobianchi A112,1821,True,True
1179,1179,20,Lincoln Town Car,822,True,False
1180,1180,74,Mazda RX-7,1168,False,True
1181,1181,22,Opel Corsa,991,True,True
1182,1182,82,Volvo 200 Series,3281,True,False
1183,1183,89,SEAT Ibiza,4684,False,True
1184,1184,29,Trabant,7122,False,True
1185,1185,52,Autobianchi A112,3619,False,True
1186,1186,7,Nissan Leaf,9655,True,True
1187,1187,27,Volvo 200 Series,8336,False,True
1188,1188,45,Volvo 200 Series,9119,True,False
1189,1189,80,Eagle Talon,8596,True,False
1190,1190,39,Buick LeSabre,9201,True,True
1191,1191,79,Ford Falcon,2809,False,True
1192,1192,87,Lancia Ypsilon,9771,True,False
1193,1193,3,Zaporozhets,2329,True,False
1194,1194,44,Jaguar XJ,7974,False,True
1195,1195,43,Honda Civic,6421,True,True
1196,1196,27,Citroën 2CV,4509,False,False
1197,1197,63,Mazda Familia,6806,False,True
1198,1198,33,Zaporozhets,557,True,False
1199,1199,60,Rolls-Royce Silver Shadow,4667,False,True
1200,1200,47,Nissan Leaf,3081,True,False
1201,1201,30,Volkswagen Type 2,8814,True,True
1202,1202,59,Chevrolet Impala,8128,False,False
1203,1203,53,Renault Clio,2338,True,True
1204,1204,68,AMC Hornet,3787,False,True
1205,1205,90,Tesla Model S,9506,False,False
1206,1206,57,AMC Hornet,181,False,False
1207,1207,94,Imperial Crown,5583,True,True
1208,1208,54,Renault Clio,4179,False,False
1209,1209,98,Saturn S-Series,9437,False,True
1210,1210,90,Aston Martin DB7,6467,False,True
1211,1211,6,Mercedes-Benz C-Class,7913,True,False
1212,1212,67,Volkswagen Beetle,5939,False,True
1213,1213,51,Nash Statesman,9225,True,False
1214,1214,13,Chevrolet Impala,9597,False,True
1215,1215,26,Nash Statesman,8470,False,False
1216,1216,71,Alfa Romeo Alfasud,886,False,False
1217,1217,3,Hindustan Ambassador,9626,True,True
1218,1218,13,Peugeot 206,4500,True,True
1219,1219,21,Nash Statesman,8899,True,False
1220,1220,52,Mazda MX-5,1304,False,True
1221,1221,64,Škoda Octavia,8752,True,False
1222,1222,81,Mazda RX-7,3326,False,False
1223,1223,39,Volvo 200 Series,8674,False,False
1224,1224,27,Koenigsegg CCX,2093,False,True
1225,1225,26,DeSoto Custom,4732,True,False
1226,1226,2,Volkswagen Golf,2467,True,True
1227,1227,85,Smart Fortwo,7805,False,True
1228,1228,22,Smart Fortwo,4139,True,False
1229,1229,11,Facellia,9760,False,False
1230,1230,99,Fiat Uno,7556,False,True
1231,1231,35,Excalibur Series II,3688,False,True
1232,1232,55,Holden Commodore,9367,True,True
1233,1233,86,Ford Falcon,2692,True,False
1234,1234,12,Henry J Deluxe,4725,True,False
1235,1235,43,Smart Fortwo,1028,True,False
1236,1236,9,Aston Martin DB7,8179,False,True
1237,1237,66,Volvo 200 Series,7675,False,True
1238,1238,12,Facellia,7385,True,False
1239,1239,40,Simca 1100,208,False,True
1240,1240,50,Packard Eight,3937,False,True
1241,1241,3,Morris Mini,6526,True,False
1242,1242,69,AMC Hornet,5171,False,True
1243,1243,33,Toyota Corolla,3974,True,True
1244,1244,56,Edsel Ranger,8102,True,False
1245,1245,46,Lotus Elise,4317,True,True
